"","GAME_ID","PLAYER_ID","PLAYER_NAME","PERIOD","MINUTES_REMAINING","SECONDS_REMAINING","EVENT_TYPE","ACTION_TYPE","SHOT_TYPE","SHOT_ZONE_BASIC","SHOT_ZONE_AREA","SHOT_ZONE_RANGE","SHOT_DISTANCE","LOC_X","LOC_Y","SHOT_ATTEMPTED_FLAG","SHOT_MADE_FLAG"
"1","0021600013","201935","James Harden","1",10,58,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-24,8,"1","1"
"2","0021600013","201935","James Harden","1",10,15,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-13,16,"1","1"
"3","0021600013","201935","James Harden","1",9,14,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-142,217,"1","1"
"4","0021600013","201935","James Harden","1",4,16,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,13,21,"1","0"
"5","0021600013","201935","James Harden","1",3,31,"Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,5,11,"1","1"
"6","0021600013","201935","James Harden","1",2,21,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,8,"1","0"
"7","0021600013","201935","James Harden","1",0,29,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-139,222,"1","0"
"8","0021600013","201935","James Harden","2",4,34,"Made Shot","Putback Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-3,6,"1","1"
"9","0021600013","201935","James Harden","3",10,31,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,243,1,"1","0"
"10","0021600013","201935","James Harden","3",7,48,"Made Shot","Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",13,135,36,"1","1"
"11","0021600013","201935","James Harden","3",5,44,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,8,8,"1","1"
"12","0021600013","201935","James Harden","3",3,6,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,5,21,"1","0"
"13","0021600013","201935","James Harden","3",0,57,"Made Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-28,23,"1","1"
"14","0021600013","201935","James Harden","4",6,59,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-5,28,"1","1"
"15","0021600013","201935","James Harden","4",6,20,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-72,258,"1","0"
"16","0021600013","201935","James Harden","4",4,10,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,137,232,"1","0"
"17","0021600013","201935","James Harden","4",2,28,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-31,21,"1","0"
"18","0021600013","201935","James Harden","4",0,6,"Missed Shot","Running Pull-Up Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,81,251,"1","0"
"19","0021600023","201935","James Harden","1",9,9,"Missed Shot","Running Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-6,-1,"1","0"
"20","0021600023","201935","James Harden","1",7,54,"Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-232,13,"1","0"
"21","0021600023","201935","James Harden","1",5,14,"Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-25,47,"1","0"
"22","0021600023","201935","James Harden","1",3,0,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,155,198,"1","0"
"23","0021600023","201935","James Harden","1",0,0,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,22,244,"1","0"
"24","0021600023","201935","James Harden","2",6,4,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,-66,239,"1","0"
"25","0021600023","201935","James Harden","2",4,22,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,177,174,"1","1"
"26","0021600023","201935","James Harden","2",3,47,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",17,125,129,"1","1"
"27","0021600023","201935","James Harden","2",1,3,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",16,-7,169,"1","1"
"28","0021600023","201935","James Harden","2",0,5,"Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,43,43,"1","0"
"29","0021600023","201935","James Harden","2",0,5,"Made Shot","Putback Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,14,7,"1","1"
"30","0021600023","201935","James Harden","3",11,23,"Missed Shot","Jump Bank Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",11,-89,65,"1","0"
"31","0021600023","201935","James Harden","3",7,18,"Made Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,-38,47,"1","1"
"32","0021600023","201935","James Harden","3",6,50,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-125,218,"1","0"
"33","0021600023","201935","James Harden","3",2,26,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,48,237,"1","1"
"34","0021600023","201935","James Harden","3",1,51,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-129,219,"1","1"
"35","0021600023","201935","James Harden","3",0,36,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,43,259,"1","1"
"36","0021600023","201935","James Harden","4",2,18,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-7,-1,"1","1"
"37","0021600041","201935","James Harden","1",9,50,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,-61,242,"1","0"
"38","0021600041","201935","James Harden","1",7,0,"Missed Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-17,14,"1","0"
"39","0021600041","201935","James Harden","1",6,7,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-6,21,"1","1"
"40","0021600041","201935","James Harden","1",4,9,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-107,229,"1","0"
"41","0021600041","201935","James Harden","1",4,1,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,10,16,"1","0"
"42","0021600041","201935","James Harden","1",0,28,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",30,-14,301,"1","1"
"43","0021600041","201935","James Harden","2",5,28,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,18,"1","1"
"44","0021600041","201935","James Harden","2",3,1,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,207,146,"1","0"
"45","0021600041","201935","James Harden","2",0,8,"Missed Shot","Driving Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-1,46,"1","0"
"46","0021600041","201935","James Harden","2",0,0,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-16,16,"1","1"
"47","0021600041","201935","James Harden","3",11,49,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,-148,75,"1","0"
"48","0021600041","201935","James Harden","3",10,35,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,28,62,"1","0"
"49","0021600041","201935","James Harden","3",9,3,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,46,36,"1","0"
"50","0021600041","201935","James Harden","3",7,55,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,14,262,"1","0"
"51","0021600041","201935","James Harden","3",5,12,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",17,78,159,"1","1"
"52","0021600041","201935","James Harden","3",4,17,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,-102,146,"1","0"
"53","0021600041","201935","James Harden","3",2,42,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,132,218,"1","0"
"54","0021600041","201935","James Harden","3",2,2,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-129,223,"1","1"
"55","0021600041","201935","James Harden","4",6,38,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-88,242,"1","0"
"56","0021600041","201935","James Harden","4",4,54,"Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-27,18,"1","1"
"57","0021600041","201935","James Harden","4",4,6,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",28,56,277,"1","1"
"58","0021600041","201935","James Harden","4",1,23,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",19,163,105,"1","0"
"59","0021600041","201935","James Harden","4",0,21,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,-74,175,"1","0"
"60","0021600047","201935","James Harden","1",8,54,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-219,110,"1","1"
"61","0021600047","201935","James Harden","1",7,18,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-122,229,"1","0"
"62","0021600047","201935","James Harden","1",4,2,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-7,2,"1","1"
"63","0021600047","201935","James Harden","1",3,13,"Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,9,-1,"1","1"
"64","0021600047","201935","James Harden","1",1,3,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-96,252,"1","1"
"65","0021600047","201935","James Harden","1",0,0,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,35,252,"1","0"
"66","0021600047","201935","James Harden","2",5,53,"Made Shot","Driving Bank shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",10,-97,26,"1","1"
"67","0021600047","201935","James Harden","2",4,31,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,12,-5,"1","1"
"68","0021600047","201935","James Harden","2",3,31,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",17,148,95,"1","0"
"69","0021600047","201935","James Harden","2",1,38,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-12,11,"1","0"
"70","0021600047","201935","James Harden","2",1,30,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-237,21,"1","1"
"71","0021600047","201935","James Harden","2",0,30,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",18,-19,188,"1","0"
"72","0021600047","201935","James Harden","3",11,26,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,12,-5,"1","1"
"73","0021600047","201935","James Harden","3",11,1,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-145,203,"1","0"
"74","0021600047","201935","James Harden","3",8,10,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-147,213,"1","1"
"75","0021600047","201935","James Harden","3",0,2,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,68,232,"1","1"
"76","0021600047","201935","James Harden","4",4,49,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,6,3,"1","1"
"77","0021600047","201935","James Harden","4",4,22,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-183,208,"1","0"
"78","0021600047","201935","James Harden","4",0,27,"Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,1,"1","1"
"79","0021600047","201935","James Harden","4",0,20,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-9,7,"1","1"
"80","0021600058","201935","James Harden","1",10,55,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,78,228,"1","0"
"81","0021600058","201935","James Harden","1",8,58,"Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,1,"1","1"
"82","0021600058","201935","James Harden","1",7,40,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,9,254,"1","1"
"83","0021600058","201935","James Harden","1",6,49,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,114,247,"1","0"
"84","0021600058","201935","James Harden","1",5,50,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,7,"1","1"
"85","0021600058","201935","James Harden","1",3,26,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,97,237,"1","0"
"86","0021600058","201935","James Harden","1",0,1,"Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,1,"1","1"
"87","0021600058","201935","James Harden","2",1,3,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-1,9,"1","1"
"88","0021600058","201935","James Harden","3",5,54,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,9,247,"1","0"
"89","0021600058","201935","James Harden","3",5,0,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-96,228,"1","0"
"90","0021600058","201935","James Harden","3",1,3,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-91,232,"1","1"
"91","0021600058","201935","James Harden","3",0,1,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-16,264,"1","1"
"92","0021600058","201935","James Harden","4",6,33,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-99,224,"1","1"
"93","0021600058","201935","James Harden","4",6,9,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,140,237,"1","0"
"94","0021600058","201935","James Harden","4",5,41,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,81,244,"1","1"
"95","0021600058","201935","James Harden","4",4,0,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,73,262,"1","0"
"96","0021600084","201935","James Harden","1",11,30,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-4,13,"1","1"
"97","0021600084","201935","James Harden","1",9,38,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,115,228,"1","1"
"98","0021600084","201935","James Harden","1",4,18,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,2,"1","0"
"99","0021600084","201935","James Harden","1",3,33,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,6,-1,"1","0"
"100","0021600084","201935","James Harden","1",3,17,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,168,190,"1","1"
"101","0021600084","201935","James Harden","1",1,11,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,240,26,"1","0"
"102","0021600084","201935","James Harden","1",0,2,"Made Shot","Pullup Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,19,41,"1","1"
"103","0021600084","201935","James Harden","2",2,39,"Made Shot","Step Back Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",12,56,115,"1","1"
"104","0021600084","201935","James Harden","2",0,49,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,-9,247,"1","1"
"105","0021600084","201935","James Harden","2",0,29,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,14,247,"1","1"
"106","0021600084","201935","James Harden","2",0,0,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",18,2,180,"1","1"
"107","0021600084","201935","James Harden","3",7,29,"Made Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-47,61,"1","1"
"108","0021600084","201935","James Harden","3",5,4,"Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,19,61,"1","0"
"109","0021600084","201935","James Harden","3",5,1,"Made Shot","Putback Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,1,2,"1","1"
"110","0021600084","201935","James Harden","3",2,36,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,-40,242,"1","0"
"111","0021600084","201935","James Harden","3",0,27,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,82,264,"1","0"
"112","0021600084","201935","James Harden","4",6,27,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-2,2,"1","0"
"113","0021600084","201935","James Harden","4",5,44,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,179,175,"1","0"
"114","0021600084","201935","James Harden","4",4,22,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,22,16,"1","0"
"115","0021600094","201935","James Harden","1",7,18,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,195,195,"1","1"
"116","0021600094","201935","James Harden","1",5,44,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",29,119,267,"1","0"
"117","0021600094","201935","James Harden","1",3,58,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,4,-1,"1","0"
"118","0021600094","201935","James Harden","1",0,28,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,-79,174,"1","0"
"119","0021600094","201935","James Harden","2",5,6,"Made Shot","Driving Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-43,18,"1","1"
"120","0021600094","201935","James Harden","2",0,6,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",22,-73,214,"1","0"
"121","0021600094","201935","James Harden","3",9,11,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-135,218,"1","0"
"122","0021600094","201935","James Harden","3",7,38,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,-53,95,"1","0"
"123","0021600094","201935","James Harden","3",7,8,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,17,56,"1","0"
"124","0021600094","201935","James Harden","3",6,5,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,6,61,"1","0"
"125","0021600094","201935","James Harden","3",4,11,"Made Shot","Turnaround Fadeaway shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,-9,106,"1","1"
"126","0021600094","201935","James Harden","3",3,15,"Made Shot","Step Back Jump shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",11,-68,97,"1","1"
"127","0021600094","201935","James Harden","3",0,2,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-112,232,"1","1"
"128","0021600094","201935","James Harden","4",7,21,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,9,262,"1","1"
"129","0021600094","201935","James Harden","4",5,7,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-14,-15,"1","1"
"130","0021600094","201935","James Harden","4",4,0,"Made Shot","Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,-117,105,"1","1"
"131","0021600094","201935","James Harden","4",3,7,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-107,242,"1","0"
"132","0021600094","201935","James Harden","4",2,34,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,4,28,"1","1"
"133","0021600094","201935","James Harden","4",1,48,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",32,-102,308,"1","0"
"134","0021600114","201935","James Harden","1",9,19,"Made Shot","Driving Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,-55,41,"1","1"
"135","0021600114","201935","James Harden","1",7,24,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,161,200,"1","1"
"136","0021600114","201935","James Harden","1",3,57,"Made Shot","Driving Bank shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-30,18,"1","1"
"137","0021600114","201935","James Harden","1",3,29,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-163,190,"1","0"
"138","0021600114","201935","James Harden","1",0,0,"Missed Shot","Floating Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",12,105,72,"1","0"
"139","0021600114","201935","James Harden","2",5,17,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",17,-40,175,"1","0"
"140","0021600114","201935","James Harden","2",4,23,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",11,89,67,"1","0"
"141","0021600114","201935","James Harden","2",1,7,"Missed Shot","Driving Floating Bank Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,50,61,"1","0"
"142","0021600114","201935","James Harden","2",0,46,"Made Shot","Driving Bank shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-32,11,"1","1"
"143","0021600114","201935","James Harden","3",9,57,"Made Shot","Floating Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,-132,-1,"1","1"
"144","0021600114","201935","James Harden","3",9,23,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",15,0,154,"1","0"
"145","0021600114","201935","James Harden","3",4,46,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,1,-6,"1","1"
"146","0021600114","201935","James Harden","3",3,21,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-6,-1,"1","1"
"147","0021600114","201935","James Harden","3",0,14,"Missed Shot","Jump Bank Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-155,193,"1","0"
"148","0021600114","201935","James Harden","4",7,18,"Made Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,-55,61,"1","1"
"149","0021600114","201935","James Harden","4",4,21,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-22,8,"1","1"
"150","0021600114","201935","James Harden","4",3,19,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,195,169,"1","0"
"151","0021600114","201935","James Harden","4",2,15,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",8,-86,26,"1","0"
"152","0021600114","201935","James Harden","4",0,45,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,199,144,"1","0"
"153","0021600134","201935","James Harden","1",11,4,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-35,70,"1","0"
"154","0021600134","201935","James Harden","1",7,9,"Made Shot","Running Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,9,13,"1","1"
"155","0021600134","201935","James Harden","1",3,12,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,2,11,"1","1"
"156","0021600134","201935","James Harden","1",2,24,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,45,43,"1","0"
"157","0021600134","201935","James Harden","1",0,0,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",39,197,341,"1","1"
"158","0021600134","201935","James Harden","2",0,54,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-156,228,"1","0"
"159","0021600134","201935","James Harden","3",9,20,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,2,41,"1","0"
"160","0021600134","201935","James Harden","3",2,52,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,166,193,"1","0"
"161","0021600134","201935","James Harden","3",2,0,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-47,264,"1","0"
"162","0021600134","201935","James Harden","3",0,1,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,68,262,"1","0"
"163","0021600134","201935","James Harden","4",8,39,"Made Shot","Driving Floating Bank Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,-120,65,"1","1"
