"","GAME_ID","PLAYER_ID","PLAYER_NAME","PERIOD","MINUTES_REMAINING","SECONDS_REMAINING","EVENT_TYPE","ACTION_TYPE","SHOT_TYPE","SHOT_ZONE_BASIC","SHOT_ZONE_AREA","SHOT_ZONE_RANGE","SHOT_DISTANCE","LOC_X","LOC_Y","SHOT_ATTEMPTED_FLAG","SHOT_MADE_FLAG"
"485","0021600395","201935","James Harden","3",8,14,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-1,277,"1","0"
"486","0021600395","201935","James Harden","3",6,58,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-16,262,"1","1"
"487","0021600395","201935","James Harden","3",6,26,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-20,254,"1","1"
"488","0021600395","201935","James Harden","3",4,45,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,2,264,"1","0"
"489","0021600395","201935","James Harden","4",3,36,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-73,262,"1","0"
"490","0021600395","201935","James Harden","4",3,1,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,1,65,"1","0"
"491","0021600395","201935","James Harden","4",1,34,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",28,-1,288,"1","1"
"492","0021600403","201935","James Harden","1",5,15,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",18,184,21,"1","0"
"493","0021600403","201935","James Harden","1",4,1,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-156,223,"1","0"
"494","0021600403","201935","James Harden","2",7,19,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-12,13,"1","1"
"495","0021600403","201935","James Harden","2",4,12,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,1,46,"1","0"
"496","0021600403","201935","James Harden","2",3,42,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,84,237,"1","0"
"497","0021600403","201935","James Harden","2",3,1,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",19,134,146,"1","1"
"498","0021600403","201935","James Harden","2",0,32,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,19,247,"1","0"
"499","0021600403","201935","James Harden","2",0,1,"Missed Shot","Turnaround Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,6,46,"1","0"
"500","0021600403","201935","James Harden","3",10,51,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-101,232,"1","0"
"501","0021600403","201935","James Harden","3",10,26,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,1,-1,"1","1"
"502","0021600403","201935","James Harden","3",7,16,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,10,7,"1","0"
"503","0021600403","201935","James Harden","3",2,26,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,-22,244,"1","0"
"504","0021600403","201935","James Harden","3",1,37,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,215,115,"1","1"
"505","0021600403","201935","James Harden","3",0,0,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",32,173,277,"1","0"
"506","0021600403","201935","James Harden","4",4,15,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,107,232,"1","0"
"507","0021600403","201935","James Harden","4",2,40,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,119,223,"1","1"
"508","0021600403","201935","James Harden","5",4,33,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,2,254,"1","1"
"509","0021600403","201935","James Harden","5",4,0,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-7,-11,"1","1"
"510","0021600403","201935","James Harden","5",3,3,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,14,-6,"1","1"
"511","0021600403","201935","James Harden","5",1,24,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,179,174,"1","0"
"512","0021600425","201935","James Harden","1",11,28,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",11,61,95,"1","0"
"513","0021600425","201935","James Harden","1",10,35,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",11,-115,21,"1","0"
"514","0021600425","201935","James Harden","1",8,48,"Made Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",9,-30,90,"1","1"
"515","0021600425","201935","James Harden","1",8,19,"Made Shot","Cutting Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,1,"1","1"
"516","0021600425","201935","James Harden","1",6,39,"Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,1,"1","1"
"517","0021600425","201935","James Harden","1",3,29,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-12,2,"1","1"
"518","0021600425","201935","James Harden","1",0,28,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,9,257,"1","0"
"519","0021600425","201935","James Harden","2",4,51,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,15,2,"1","0"
"520","0021600425","201935","James Harden","2",3,33,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,58,244,"1","1"
"521","0021600425","201935","James Harden","2",2,18,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",9,-42,80,"1","0"
"522","0021600425","201935","James Harden","2",1,34,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,166,200,"1","0"
"523","0021600425","201935","James Harden","2",0,34,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-32,21,"1","0"
"524","0021600425","201935","James Harden","3",11,14,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-40,272,"1","0"
"525","0021600425","201935","James Harden","3",9,22,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,-97,80,"1","1"
"526","0021600425","201935","James Harden","3",8,1,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-237,126,"1","0"
"527","0021600425","201935","James Harden","3",6,47,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-151,213,"1","0"
"528","0021600425","201935","James Harden","3",6,22,"Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-24,7,"1","1"
"529","0021600425","201935","James Harden","3",5,25,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,101,228,"1","0"
"530","0021600425","201935","James Harden","3",2,51,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-22,2,"1","1"
"531","0021600425","201935","James Harden","3",2,6,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-60,247,"1","0"
"532","0021600425","201935","James Harden","3",0,2,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-204,169,"1","0"
"533","0021600425","201935","James Harden","4",5,0,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",18,9,185,"1","1"
"534","0021600425","201935","James Harden","4",3,56,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,-94,124,"1","0"
"535","0021600425","201935","James Harden","4",2,29,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-24,2,"1","1"
"536","0021600425","201935","James Harden","4",1,30,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-228,110,"1","0"
"537","0021600425","201935","James Harden","4",0,0,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-219,151,"1","0"
"538","0021600435","201935","James Harden","1",6,38,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",22,227,-1,"1","0"
"539","0021600435","201935","James Harden","1",5,26,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,0,249,"1","1"
"540","0021600435","201935","James Harden","2",4,57,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-9,252,"1","0"
"541","0021600435","201935","James Harden","2",4,39,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,12,11,"1","0"
"542","0021600435","201935","James Harden","2",4,20,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-6,2,"1","1"
"543","0021600435","201935","James Harden","2",3,20,"Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-11,36,"1","0"
"544","0021600435","201935","James Harden","2",0,48,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-11,3,"1","1"
"545","0021600435","201935","James Harden","2",0,0,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-12,8,"1","1"
"546","0021600435","201935","James Harden","3",10,49,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,0,257,"1","1"
"547","0021600435","201935","James Harden","3",9,40,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",8,-4,80,"1","0"
"548","0021600435","201935","James Harden","3",9,4,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-223,95,"1","1"
"549","0021600435","201935","James Harden","3",4,38,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-225,149,"1","0"
"550","0021600435","201935","James Harden","3",2,44,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,241,31,"1","0"
"551","0021600435","201935","James Harden","3",1,8,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,94,242,"1","0"
"552","0021600435","201935","James Harden","4",4,44,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-228,120,"1","1"
"553","0021600435","201935","James Harden","4",4,19,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-1,264,"1","1"
"554","0021600435","201935","James Harden","4",3,40,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-187,165,"1","0"
"555","0021600435","201935","James Harden","4",3,5,"Missed Shot","Floating Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",10,-83,65,"1","0"
"556","0021600448","201935","James Harden","1",10,35,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,-55,65,"1","0"
"557","0021600448","201935","James Harden","1",10,5,"Made Shot","Jump Bank Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-16,277,"1","1"
"558","0021600448","201935","James Harden","1",7,25,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",15,-2,159,"1","0"
"559","0021600448","201935","James Harden","1",4,42,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-19,252,"1","0"
"560","0021600448","201935","James Harden","1",2,35,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,6,244,"1","1"
"561","0021600448","201935","James Harden","1",0,54,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,-2,100,"1","0"
"562","0021600448","201935","James Harden","2",4,16,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,20,3,"1","1"
"563","0021600448","201935","James Harden","2",0,39,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,2,"1","1"
"564","0021600448","201935","James Harden","3",7,16,"Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,1,"1","1"
"565","0021600448","201935","James Harden","3",6,30,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,94,239,"1","0"
"566","0021600448","201935","James Harden","3",2,51,"Missed Shot","Jump Bank Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",29,4,296,"1","0"
"567","0021600448","201935","James Harden","4",8,3,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-14,2,"1","1"
"568","0021600448","201935","James Harden","4",0,0,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-107,232,"1","0"
"569","0021600467","201935","James Harden","1",11,3,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,17,8,"1","1"
"570","0021600467","201935","James Harden","1",10,18,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,7,259,"1","0"
"571","0021600467","201935","James Harden","1",8,33,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-176,174,"1","0"
"572","0021600467","201935","James Harden","1",6,35,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,-110,62,"1","1"
"573","0021600467","201935","James Harden","1",6,19,"Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,1,"1","1"
"574","0021600467","201935","James Harden","1",4,39,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,174,178,"1","0"
"575","0021600467","201935","James Harden","1",1,15,"Missed Shot","Floating Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",8,-84,26,"1","0"
"576","0021600467","201935","James Harden","1",0,0,"Missed Shot","Jump Shot","3PT Field Goal","Backcourt","Back Court(BC)","Back Court Shot",48,-102,477,"1","0"
"577","0021600467","201935","James Harden","2",4,36,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",31,207,232,"1","0"
"578","0021600467","201935","James Harden","2",2,8,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",17,109,136,"1","1"
"579","0021600467","201935","James Harden","2",0,31,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-22,0,"1","1"
"580","0021600467","201935","James Harden","3",10,38,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-171,190,"1","1"
"581","0021600467","201935","James Harden","3",9,13,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,-160,21,"1","1"
"582","0021600467","201935","James Harden","3",8,38,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-25,11,"1","1"
"583","0021600467","201935","James Harden","3",7,56,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,220,134,"1","1"
"584","0021600467","201935","James Harden","3",4,43,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-160,188,"1","0"
"585","0021600467","201935","James Harden","3",4,39,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,-97,100,"1","0"
"586","0021600467","201935","James Harden","3",4,31,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,243,-6,"1","0"
"587","0021600474","201935","James Harden","1",11,35,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-17,13,"1","1"
"588","0021600474","201935","James Harden","1",9,43,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,222,116,"1","0"
"589","0021600474","201935","James Harden","1",6,54,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",18,58,178,"1","1"
"590","0021600474","201935","James Harden","1",5,51,"Made Shot","Driving Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,42,31,"1","1"
"591","0021600474","201935","James Harden","1",4,22,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",11,-117,-6,"1","0"
"592","0021600474","201935","James Harden","1",0,55,"Missed Shot","Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",17,43,170,"1","0"
"593","0021600474","201935","James Harden","1",0,3,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-99,249,"1","1"
"594","0021600474","201935","James Harden","2",5,25,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-81,247,"1","1"
"595","0021600474","201935","James Harden","2",4,17,"Made Shot","Driving Floating Bank Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",10,92,46,"1","1"
"596","0021600474","201935","James Harden","2",3,36,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,115,213,"1","0"
"597","0021600474","201935","James Harden","2",3,8,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-20,11,"1","1"
"598","0021600474","201935","James Harden","3",10,57,"Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",9,-47,77,"1","0"
"599","0021600474","201935","James Harden","3",4,19,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-42,257,"1","1"
"600","0021600474","201935","James Harden","3",1,0,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",23,45,234,"1","1"
"601","0021600474","201935","James Harden","3",0,32,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-99,252,"1","0"
"602","0021600474","201935","James Harden","3",0,1,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,-112,144,"1","0"
"603","0021600496","201935","James Harden","1",9,58,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,120,228,"1","1"
"604","0021600496","201935","James Harden","1",8,42,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-32,26,"1","1"
"605","0021600496","201935","James Harden","1",7,42,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,146,205,"1","0"
"606","0021600496","201935","James Harden","1",5,56,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,130,218,"1","1"
"607","0021600496","201935","James Harden","1",5,11,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,9,31,"1","0"
"608","0021600496","201935","James Harden","1",3,3,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-16,13,"1","1"
"609","0021600496","201935","James Harden","1",1,52,"Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2,26,"1","1"
"610","0021600496","201935","James Harden","2",4,12,"Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-25,21,"1","0"
"611","0021600496","201935","James Harden","2",2,37,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,122,95,"1","1"
"612","0021600496","201935","James Harden","2",0,4,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,17,21,"1","1"
"613","0021600496","201935","James Harden","3",8,33,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,6,254,"1","0"
"614","0021600496","201935","James Harden","3",5,45,"Made Shot","Turnaround Bank shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,-60,56,"1","1"
"615","0021600496","201935","James Harden","3",2,8,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-16,13,"1","1"
"616","0021600496","201935","James Harden","3",1,32,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,241,31,"1","0"
"617","0021600496","201935","James Harden","3",0,30,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-19,18,"1","1"
"618","0021600504","201935","James Harden","1",9,39,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,68,232,"1","1"
"619","0021600504","201935","James Harden","1",8,45,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,177,190,"1","1"
"620","0021600504","201935","James Harden","1",6,26,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-16,56,"1","0"
"621","0021600504","201935","James Harden","1",1,27,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,43,242,"1","0"
"622","0021600504","201935","James Harden","2",7,31,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,213,134,"1","1"
"623","0021600504","201935","James Harden","2",6,18,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,-135,56,"1","0"
"624","0021600504","201935","James Harden","2",4,53,"Missed Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-17,18,"1","0"
"625","0021600504","201935","James Harden","2",3,44,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,87,228,"1","1"
"626","0021600504","201935","James Harden","2",3,11,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,1,259,"1","1"
"627","0021600504","201935","James Harden","2",1,9,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,1,61,"1","0"
"628","0021600504","201935","James Harden","2",1,8,"Made Shot","Tip Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,13,"1","1"
"629","0021600504","201935","James Harden","2",0,31,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,68,247,"1","0"
"630","0021600504","201935","James Harden","2",0,3,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,127,223,"1","1"
"631","0021600504","201935","James Harden","3",10,1,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,159,188,"1","1"
"632","0021600504","201935","James Harden","3",7,9,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-1,262,"1","1"
"633","0021600504","201935","James Harden","3",4,47,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",18,132,129,"1","1"
"634","0021600504","201935","James Harden","3",3,38,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-9,2,"1","1"
"635","0021600504","201935","James Harden","3",2,51,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",18,143,115,"1","1"
"636","0021600504","201935","James Harden","3",0,28,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,115,232,"1","0"
"637","0021600504","201935","James Harden","4",7,58,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-7,-10,"1","1"
"638","0021600504","201935","James Harden","4",7,35,"Missed Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,1,"1","0"
"639","0021600504","201935","James Harden","4",7,12,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,143,219,"1","0"
"640","0021600504","201935","James Harden","4",5,4,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,122,213,"1","0"
"641","0021600504","201935","James Harden","4",3,7,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,69,242,"1","0"
"642","0021600504","201935","James Harden","4",1,16,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-94,242,"1","1"
"643","0021600504","201935","James Harden","4",0,53,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,10,262,"1","0"
"644","0021600518","201935","James Harden","1",10,50,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-169,193,"1","0"
"645","0021600518","201935","James Harden","1",10,44,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,16,"1","1"
"646","0021600518","201935","James Harden","1",8,57,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-137,223,"1","0"
"647","0021600518","201935","James Harden","1",6,37,"Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,20,21,"1","1"
